home_goals_scored_L5,home_goals_conceded_L5,home_goal_diff_L5,home_goals_scored_L10,home_goals_conceded_L10,home_goal_diff_L10,home_shots_L5,home_shots_on_target_L5,home_shots_L10,home_shots_on_target_L10,home_corners_L5,home_corners_L10,home_fouls_L5,home_yellow_cards_L5,home_fouls_L10,home_yellow_cards_L10,away_goals_scored_L5,away_goals_conceded_L5,away_goal_diff_L5,away_goals_scored_L10,away_goals_conceded_L10,away_goal_diff_L10,away_shots_L5,away_shots_on_target_L5,away_shots_L10,away_shots_on_target_L10,away_corners_L5,away_corners_L10,away_fouls_L5,away_yellow_cards_L5,away_fouls_L10,away_yellow_cards_L10,home_win_streak,away_win_streak,home_form_L5,away_form_L5,h2h_home_wins,h2h_away_wins,goal_diff_interaction,form_interaction,shots_efficiency_home,shots_efficiency_away,FTR
1.2,1.6,-0.40000000000000013,1.2,1.2,0.0,11.8,5.8,11.4,5.8,4.8,5.6,12.2,1.4,11.3,1.0,0.6,2.4,-1.7999999999999998,0.7,1.8,-1.1,9.4,5.0,9.9,5.5,5.6,5.1,14.4,2.0,15.0,1.9,1.0,0.0,4.0,13.0,1.0,0.0,0.7200000000000002,52.0,0.45312499999999994,0.4807692307692307,A
2.2,0.4,1.8000000000000003,2.0,0.9,1.1,14.0,6.6,13.9,7.3,6.6,7.4,10.8,1.4,11.0,1.4,0.8,2.6,-1.8,0.9,2.3,-1.4,7.0,3.4,8.6,4.5,4.2,4.9,12.2,1.6,13.4,2.1,5.0,0.0,15.0,11.0,4.0,3.0,-3.2400000000000007,165.0,0.44,0.425,H
1.6,0.6,1.0,2.0,1.1,0.8999999999999999,9.8,4.4,11.5,5.6,7.0,7.3,8.2,1.2,10.3,1.1,0.8,1.6,-0.8,0.8,3.0,-2.2,14.2,7.4,12.0,6.4,5.0,4.0,14.8,2.8,12.5,1.8,3.0,1.0,10.0,10.0,4.0,2.0,-0.8,100.0,0.40740740740740744,0.48684210526315796,H
1.0,1.4,-0.3999999999999999,1.0,1.3,-0.30000000000000004,12.2,5.8,11.0,5.6,5.8,5.5,12.8,1.8,11.6,1.2,1.8,1.4,0.40000000000000013,1.7,1.7,0.0,12.2,7.6,11.3,6.4,4.4,4.6,11.8,2.4,11.4,2.0,1.0,2.0,4.0,5.0,0.0,0.0,-0.16000000000000003,20.0,0.4393939393939394,0.5757575757575758,A
1.8,0.6,1.2000000000000002,1.2,0.7,0.5,11.6,7.2,11.0,6.2,3.2,4.5,12.2,2.2,12.3,2.2,1.2,1.0,0.19999999999999996,1.1,1.1,0.0,13.4,8.4,12.9,7.8,5.4,4.6,11.4,2.4,11.1,1.9,2.0,2.0,9.0,7.0,4.0,1.0,0.24,63.0,0.5714285714285715,0.5833333333333334,H
1.2,1.2,0.0,1.3,1.2,0.10000000000000009,9.6,5.8,10.0,5.7,6.4,6.9,11.8,1.4,13.5,1.7,0.6,3.2,-2.6,0.6,2.5,-1.9,7.6,4.0,7.7,3.5,3.6,3.2,12.8,1.2,13.4,2.1,1.0,0.0,5.0,15.0,1.0,1.0,-0.0,75.0,0.5471698113207547,0.46511627906976744,H
1.2,2.4,-1.2,1.3,2.1,-0.8,13.2,8.4,13.3,7.8,6.4,5.7,10.0,2.0,11.9,2.6,0.6,1.6,-1.0,0.6,1.8,-1.2000000000000002,10.2,5.4,9.6,4.9,5.4,4.6,14.8,2.2,15.0,2.0,1.0,1.0,4.0,10.0,6.0,2.0,1.2,40.0,0.591549295774648,0.4821428571428572,D
1.8,0.8,1.0,2.3,0.8,1.4999999999999998,14.8,7.8,14.9,8.7,6.0,7.3,9.6,1.2,10.0,1.0,1.6,1.4,0.20000000000000018,1.1,1.8,-0.7,7.4,4.0,6.7,3.3,6.2,5.3,16.2,2.6,13.9,2.2,4.0,2.0,12.0,7.0,0.0,1.0,0.20000000000000018,84.0,0.49367088607594933,0.47619047619047616,H
1.2,0.8,0.3999999999999999,1.4,1.4,0.0,13.6,8.4,14.6,8.2,5.4,5.7,12.8,0.8,12.5,1.6,1.0,1.6,-0.6000000000000001,1.0,1.4,-0.3999999999999999,10.8,6.2,10.3,5.9,5.4,5.8,10.6,1.8,12.3,2.2,3.0,2.0,10.0,5.0,3.0,1.0,-0.24,50.0,0.5753424657534247,0.5254237288135593,A
3.4,0.2,3.1999999999999997,3.1,0.2,2.9,20.2,11.2,19.4,11.2,8.4,8.6,8.4,1.0,7.9,0.9,2.0,0.8,1.2,1.7,0.8,0.8999999999999999,15.2,7.4,15.6,7.5,7.2,7.0,12.2,1.8,13.5,2.3,5.0,2.0,15.0,5.0,6.0,0.0,3.8399999999999994,75.0,0.5283018867924528,0.45679012345679015,A
1.4,1.0,0.3999999999999999,1.2,0.7,0.5,10.2,5.6,10.0,5.4,5.2,5.2,12.6,2.8,10.6,2.3,0.2,0.8,-0.6000000000000001,0.5,0.7,-0.19999999999999996,7.2,3.4,8.3,5.0,5.4,5.9,13.6,3.4,12.2,2.3,2.0,0.0,9.0,11.0,0.0,0.0,-0.24,99.0,0.5,0.41463414634146345,D
2.8,0.6,2.1999999999999997,2.1,0.8,1.3,13.0,8.0,14.8,8.3,4.4,5.6,11.8,1.4,11.4,1.3,0.6,2.4,-1.7999999999999998,0.7,2.1,-1.4000000000000001,10.8,5.0,10.4,5.3,3.8,4.0,13.6,1.6,13.1,2.3,5.0,0.0,15.0,13.0,3.0,4.0,-3.959999999999999,195.0,0.5714285714285714,0.423728813559322,D
1.4,1.0,0.3999999999999999,1.5,0.6,0.9,13.2,7.8,12.7,6.8,5.4,5.1,9.6,0.4,10.0,0.5,0.4,2.2,-1.8000000000000003,0.8,2.9,-2.0999999999999996,12.0,5.2,12.1,6.4,5.2,4.0,14.2,2.6,12.8,1.9,3.0,0.0,9.0,13.0,3.0,1.0,-0.72,117.0,0.5492957746478874,0.4,H
1.4,1.2,0.19999999999999996,1.5,1.4,0.10000000000000009,17.0,9.4,13.1,7.5,6.4,5.6,12.2,0.8,12.3,1.0,0.4,1.8,-1.4,0.9,2.4,-1.5,7.0,3.2,7.9,4.1,4.4,4.7,12.0,1.6,12.4,2.0,2.0,0.0,6.0,11.0,4.0,1.0,-0.2799999999999999,66.0,0.5222222222222223,0.4,H
1.6,1.2,0.40000000000000013,1.7,1.5,0.19999999999999996,7.4,3.4,9.4,5.3,4.4,4.2,13.0,1.8,13.1,1.2,0.6,2.6,-2.0,0.6,2.7,-2.1,10.8,6.2,11.7,6.9,3.8,4.3,11.8,2.4,12.2,2.1,2.0,0.0,8.0,15.0,1.0,0.0,-0.8000000000000003,120.0,0.4047619047619047,0.5254237288135593,A
2.4,0.4,2.0,2.1,0.7,1.4000000000000001,16.4,8.8,13.7,7.5,8.0,7.2,10.8,1.0,11.4,1.3,0.0,1.4,-1.4,0.4,1.6,-1.2000000000000002,7.8,5.0,9.4,5.5,3.8,5.2,14.0,1.8,11.6,1.5,5.0,0.0,15.0,11.0,6.0,2.0,-2.8,165.0,0.5057471264367817,0.5681818181818181,D
1.4,0.4,0.9999999999999999,2.0,0.8,1.2,9.4,4.8,11.2,5.6,6.8,6.8,9.4,1.6,10.5,1.3,1.0,2.0,-1.0,1.1,1.6,-0.5,11.4,7.0,9.6,6.0,5.8,5.0,11.2,1.4,10.2,1.4,3.0,1.0,10.0,12.0,3.0,1.0,-0.9999999999999999,120.0,0.4615384615384615,0.564516129032258,H
1.8,0.6,1.2000000000000002,1.3,0.7,0.6000000000000001,12.4,7.0,12.7,6.9,5.4,4.9,15.4,1.2,13.1,1.0,2.0,1.0,1.0,2.2,1.1,1.1,12.4,6.0,14.1,7.4,6.8,7.0,11.0,0.6,12.0,1.1,4.0,3.0,13.0,4.0,5.0,3.0,1.2000000000000002,52.0,0.5223880597014925,0.44776119402985076,D
0.2,0.6,-0.39999999999999997,0.5,1.0,-0.5,9.2,4.6,9.8,5.8,2.2,4.5,12.0,1.0,13.0,1.8,1.0,0.6,0.4,0.6,1.0,-0.4,9.6,5.2,8.7,4.6,5.2,4.2,12.0,1.8,11.4,1.8,1.0,2.0,5.0,3.0,0.0,0.0,-0.16,15.0,0.45098039215686275,0.4905660377358491,D
3.6,1.2,2.4000000000000004,3.6,1.3,2.3,18.4,11.8,20.2,11.8,6.8,8.2,13.6,1.6,10.9,0.9,0.4,2.0,-1.6,0.6,2.1,-1.5,9.2,4.0,9.6,4.5,5.0,4.6,13.8,2.0,14.2,1.8,4.0,1.0,12.0,10.0,2.0,5.0,-3.8400000000000007,120.0,0.6082474226804124,0.3921568627450981,H
1.8,1.2,0.6000000000000001,1.4,0.8,0.5999999999999999,11.0,4.6,12.5,5.8,6.0,7.3,9.0,0.6,9.9,0.9,1.0,1.0,0.0,1.4,1.4,0.0,13.0,8.8,11.1,7.0,6.4,6.4,14.8,2.2,15.1,2.2,1.0,1.0,7.0,8.0,3.0,2.0,0.0,56.0,0.3833333333333333,0.6285714285714287,D
1.8,0.4,1.4,2.3,0.4,1.9,16.8,9.2,19.5,10.6,9.0,8.4,9.4,0.4,9.7,1.1,1.2,1.0,0.19999999999999996,1.5,0.9,0.6,14.8,8.4,13.5,7.8,7.0,6.5,12.4,1.8,10.7,1.5,4.0,2.0,13.0,5.0,3.0,1.0,0.2799999999999999,65.0,0.5168539325842696,0.5316455696202531,H
0.6,1.0,-0.4,0.8,1.1,-0.30000000000000004,12.2,5.8,13.5,6.9,4.6,4.9,11.6,1.4,12.5,1.2,0.6,2.6,-2.0,0.5,2.1,-1.6,9.4,4.8,9.8,5.1,3.0,3.8,12.0,2.0,13.1,2.1,2.0,1.0,7.0,12.0,5.0,4.0,0.8,84.0,0.4393939393939394,0.4615384615384615,D
1.4,1.0,0.3999999999999999,1.2,0.8,0.3999999999999999,9.4,5.0,10.5,5.5,5.2,5.7,13.0,2.4,11.3,2.4,0.6,2.8,-2.1999999999999997,0.5,2.6,-2.1,7.0,3.8,7.4,3.5,2.4,3.2,13.2,1.4,13.4,2.0,2.0,0.0,9.0,15.0,0.0,1.0,-0.8799999999999997,135.0,0.4807692307692307,0.475,D
1.4,0.4,0.9999999999999999,1.3,0.7,0.6000000000000001,11.4,7.0,12.4,7.2,4.6,4.1,14.2,0.8,13.3,1.0,1.4,1.2,0.19999999999999996,1.4,1.3,0.09999999999999987,14.4,10.2,11.9,7.7,6.0,6.6,12.0,2.0,13.7,2.0,3.0,1.0,11.0,6.0,3.0,2.0,0.19999999999999993,66.0,0.564516129032258,0.6623376623376622,A
1.8,0.8,1.0,1.4,0.7,0.7,11.6,7.2,12.6,6.9,4.8,5.4,9.8,0.6,10.4,0.6,1.4,1.2,0.19999999999999996,1.1,1.5,-0.3999999999999999,5.6,3.4,6.6,3.2,6.2,5.1,15.2,2.4,13.8,2.2,4.0,2.0,12.0,7.0,1.0,0.0,0.19999999999999996,84.0,0.5714285714285715,0.5151515151515151,D
2.0,0.6,1.4,2.4,0.8,1.5999999999999999,10.2,5.2,11.2,5.7,6.4,6.8,10.0,1.4,10.3,1.2,1.4,0.8,0.5999999999999999,1.8,1.0,0.8,12.8,6.2,14.2,7.2,7.2,6.9,11.0,1.0,12.2,1.0,3.0,2.0,10.0,5.0,5.0,3.0,0.8399999999999997,50.0,0.46428571428571436,0.4492753623188406,A
1.0,1.2,-0.19999999999999996,1.4,1.2,0.19999999999999996,8.4,4.2,10.0,5.7,4.6,6.8,11.6,1.6,13.2,1.9,0.4,2.2,-1.8000000000000003,0.5,2.0,-1.5,9.0,4.4,8.6,3.7,3.6,3.8,16.4,2.6,14.8,2.1,1.0,1.0,5.0,12.0,2.0,0.0,0.36,60.0,0.44680851063829785,0.44000000000000006,A
2.2,0.6,1.6,1.4,0.8,0.5999999999999999,11.6,7.6,11.6,7.1,4.0,4.9,13.0,1.8,12.9,2.2,1.4,2.6,-1.2000000000000002,0.7,2.3,-1.5999999999999999,10.6,6.6,11.0,6.6,2.6,3.7,12.4,2.2,12.1,2.1,3.0,1.0,11.0,12.0,1.0,0.0,-1.9200000000000004,132.0,0.6031746031746031,0.5689655172413793,H
1.8,0.6,1.2000000000000002,1.6,0.4,1.2000000000000002,16.8,9.8,18.0,10.0,7.6,7.8,9.8,0.8,10.1,1.3,2.2,0.8,1.4000000000000001,1.6,0.9,0.7000000000000001,13.2,6.2,16.0,7.5,6.2,7.0,12.0,1.4,13.4,2.2,4.0,3.0,13.0,4.0,6.0,1.0,1.6800000000000004,52.0,0.550561797752809,0.4366197183098592,H
1.0,2.2,-1.2000000000000002,1.2,1.7,-0.5,12.0,7.8,11.9,6.9,5.0,5.4,10.2,1.8,11.4,2.4,0.8,1.6,-0.8,1.0,1.2,-0.19999999999999996,11.6,6.8,10.3,5.8,6.4,5.2,10.4,1.4,12.5,1.8,1.0,2.0,4.0,5.0,3.0,2.0,0.9600000000000002,20.0,0.6,0.5396825396825397,A
0.6,1.0,-0.4,0.7,1.1,-0.40000000000000013,15.0,8.4,14.3,7.3,5.8,5.4,13.6,1.8,12.9,1.4,1.4,1.4,0.0,1.6,1.0,0.6000000000000001,16.2,9.0,14.5,8.6,6.8,6.5,11.4,1.6,10.7,1.5,2.0,2.0,7.0,7.0,5.0,3.0,-0.0,49.0,0.525,0.5232558139534884,H
2.0,0.4,1.6,1.9,0.5,1.4,17.4,9.4,14.5,7.8,7.8,7.5,9.6,1.0,11.1,1.2,0.8,2.6,-1.8,0.6,2.0,-1.4,10.4,5.2,9.8,4.8,4.6,4.5,15.2,2.0,13.1,2.2,4.0,0.0,13.0,13.0,4.0,4.0,-2.8800000000000003,169.0,0.5108695652173914,0.45614035087719296,H
1.4,1.6,-0.20000000000000018,1.6,1.8,-0.19999999999999996,8.0,3.4,8.9,4.9,4.8,4.4,13.8,2.4,13.8,1.6,1.2,1.8,-0.6000000000000001,1.1,1.2,-0.09999999999999987,12.0,7.6,10.5,6.1,6.8,5.0,9.8,1.4,12.3,1.5,2.0,3.0,7.0,4.0,2.0,1.0,0.12000000000000012,28.0,0.37777777777777777,0.5846153846153845,A
1.8,0.2,1.6,2.2,0.8,1.4000000000000001,15.8,9.0,16.0,9.2,6.4,7.3,9.8,1.0,10.7,1.0,2.8,1.2,1.5999999999999999,2.1,1.6,0.5,12.8,8.2,12.4,7.2,4.2,5.0,10.6,1.6,10.9,2.0,5.0,3.0,15.0,2.0,7.0,2.0,2.56,30.0,0.5357142857142857,0.5942028985507245,D
1.0,1.0,0.0,1.4,1.3,0.09999999999999987,13.6,9.2,14.5,8.4,5.8,5.6,13.0,0.6,12.5,1.5,0.6,2.4,-1.7999999999999998,0.5,2.0,-1.5,8.2,3.6,9.0,4.6,2.6,3.7,11.4,2.0,12.7,2.0,2.0,1.0,7.0,10.0,5.0,3.0,-0.0,70.0,0.6301369863013698,0.391304347826087,D
1.2,1.8,-0.6000000000000001,1.3,1.7,-0.3999999999999999,9.4,4.8,9.1,5.1,5.8,5.0,13.6,2.6,13.7,1.8,0.4,1.6,-1.2000000000000002,0.9,2.4,-1.5,7.8,4.0,7.9,4.4,4.2,4.6,12.2,2.0,13.0,2.0,2.0,0.0,6.0,11.0,2.0,1.0,0.7200000000000002,66.0,0.4615384615384615,0.45454545454545453,A
2.8,0.6,2.1999999999999997,2.9,0.4,2.5,17.0,8.8,18.5,10.4,6.6,7.6,10.0,1.4,8.9,1.0,1.4,1.2,0.19999999999999996,1.2,1.1,0.09999999999999987,14.4,9.2,13.4,8.2,6.0,5.0,11.0,1.8,11.6,1.8,4.0,2.0,12.0,7.0,3.0,3.0,0.43999999999999984,84.0,0.48888888888888893,0.5974025974025974,H
1.2,1.2,0.0,1.1,1.1,0.0,16.4,8.6,13.2,7.6,6.2,5.7,12.2,0.8,12.5,0.9,0.4,2.2,-1.8000000000000003,0.8,2.2,-1.4000000000000001,11.8,5.0,12.2,6.6,4.6,3.8,13.6,2.8,12.7,2.1,2.0,0.0,6.0,13.0,3.0,5.0,-0.0,78.0,0.4942528735632184,0.390625,H
0.2,0.6,-0.39999999999999997,0.5,0.9,-0.4,10.0,5.4,10.0,6.4,3.6,4.6,11.4,1.0,12.3,1.6,0.6,1.6,-1.0,0.6,1.5,-0.9,11.8,6.2,10.5,5.4,5.8,5.2,14.2,2.2,14.7,2.1,1.0,1.0,5.0,10.0,1.0,0.0,0.39999999999999997,50.0,0.49090909090909096,0.484375,D
2.2,1.6,0.6000000000000001,1.5,0.9,0.6,11.4,5.6,12.3,6.1,6.0,7.3,8.0,0.6,10.0,1.1,1.2,2.6,-1.4000000000000001,1.1,2.1,-1.0,10.6,6.8,8.8,5.6,5.4,4.9,11.2,1.6,10.3,1.6,1.0,1.0,7.0,12.0,2.0,3.0,-0.8400000000000002,84.0,0.4516129032258064,0.5862068965517241,H
0.8,2.4,-1.5999999999999999,1.0,1.8,-0.8,13.4,6.4,11.3,5.7,6.4,5.5,10.8,1.4,11.5,1.2,0.4,1.0,-0.6,0.4,0.8,-0.4,9.2,4.4,9.0,5.1,4.8,5.9,13.2,3.4,11.9,2.4,0.0,0.0,1.0,11.0,1.0,0.0,0.9599999999999999,11.0,0.4444444444444445,0.4313725490196079,A
3.2,1.2,2.0,3.3,1.3,1.9999999999999998,17.0,10.0,19.7,11.2,6.2,8.2,14.0,1.8,11.8,1.0,1.0,0.6,0.4,0.5,0.8,-0.30000000000000004,10.6,4.8,8.9,4.3,5.8,4.6,9.6,1.2,10.4,1.4,4.0,2.0,12.0,3.0,1.0,2.0,0.8,36.0,0.5555555555555556,0.41379310344827586,H
2.8,1.0,1.7999999999999998,2.3,0.8,1.4999999999999998,12.8,7.6,14.6,8.0,4.2,5.2,11.2,1.8,10.6,1.4,0.0,1.0,-1.0,0.4,1.5,-1.1,6.4,4.2,8.4,5.2,3.4,4.6,14.0,2.2,12.3,1.8,4.0,0.0,13.0,9.0,8.0,1.0,-1.7999999999999998,117.0,0.5507246376811593,0.5675675675675675,H
2.2,0.8,1.4000000000000001,1.8,0.4,1.4,15.2,8.8,18.2,10.0,7.8,9.0,9.2,1.2,10.0,1.5,0.8,1.8,-1.0,0.6,2.0,-1.4,9.6,4.6,8.8,4.0,3.2,3.7,15.0,2.8,14.1,2.3,5.0,2.0,15.0,9.0,6.0,0.0,-1.4000000000000001,135.0,0.54320987654321,0.43396226415094336,H
1.0,2.2,-1.2000000000000002,1.1,1.9,-0.7999999999999998,12.2,7.8,12.6,7.7,5.0,5.6,9.2,1.4,10.3,2.0,1.4,1.0,0.3999999999999999,1.0,1.5,-0.5,5.4,2.8,6.8,3.0,5.8,5.5,16.2,2.0,13.6,1.7,1.0,2.0,4.0,5.0,0.0,1.0,-0.48,20.0,0.5909090909090909,0.43749999999999994,H
1.0,1.4,-0.3999999999999999,1.3,1.2,0.10000000000000009,9.0,4.2,9.7,5.7,5.0,6.8,9.4,1.2,12.3,1.5,1.8,1.2,0.6000000000000001,1.4,1.2,0.19999999999999996,13.8,9.0,12.0,7.4,4.6,6.7,10.4,1.6,13.0,2.1,1.0,2.0,4.0,3.0,1.0,1.0,-0.24,12.0,0.42000000000000004,0.6081081081081081,D
1.0,0.8,0.19999999999999996,1.1,0.8,0.30000000000000004,8.4,4.4,9.9,5.3,4.6,5.4,12.8,1.4,11.2,2.1,1.6,2.4,-0.7999999999999998,0.8,2.3,-1.4999999999999998,10.4,6.8,10.5,6.2,2.8,3.5,14.0,2.6,12.4,2.1,1.0,1.0,7.0,12.0,1.0,0.0,-0.15999999999999992,84.0,0.46808510638297873,0.5964912280701754,H
1.6,0.8,0.8,2.2,0.8,1.4000000000000001,10.2,5.4,10.7,5.4,6.6,6.6,10.0,1.8,9.9,1.3,1.6,1.8,-0.19999999999999996,1.2,1.2,0.0,12.2,7.6,10.8,6.1,7.4,5.5,10.0,1.0,11.6,1.6,2.0,4.0,7.0,3.0,4.0,3.0,-0.15999999999999998,21.0,0.4821428571428572,0.5757575757575758,H
1.6,0.8,0.8,1.3,0.6,0.7000000000000001,11.0,6.2,12.5,6.6,4.8,5.1,9.2,0.8,10.6,0.6,0.6,2.8,-2.1999999999999997,0.6,2.2,-1.6,7.6,3.4,9.0,4.3,4.0,4.0,15.0,2.2,13.0,2.0,3.0,0.0,10.0,13.0,3.0,3.0,-1.7599999999999998,130.0,0.5166666666666667,0.3953488372093023,H
2.4,0.4,2.0,2.1,0.3,1.8,19.0,10.2,15.6,8.3,8.0,8.1,9.0,0.4,10.0,0.9,2.2,0.8,1.4000000000000001,1.6,0.9,0.7000000000000001,12.2,6.4,15.9,7.5,5.8,6.8,11.8,1.8,13.1,2.0,4.0,3.0,13.0,4.0,5.0,2.0,2.8000000000000003,52.0,0.51,0.4848484848484849,A
2.6,0.8,1.8,1.5,0.8,0.7,12.4,8.8,11.6,7.3,4.2,4.3,12.8,1.8,13.1,2.1,1.4,0.6,0.7999999999999999,1.5,1.0,0.5,13.0,5.6,13.7,6.4,6.8,6.6,11.4,1.0,11.8,1.0,4.0,3.0,13.0,4.0,2.0,3.0,1.44,52.0,0.6567164179104478,0.39999999999999997,A
1.6,1.0,0.6000000000000001,1.5,1.0,0.5,10.4,7.0,13.0,7.9,4.2,4.4,14.4,1.2,13.3,1.2,1.8,1.6,0.19999999999999996,1.6,1.2,0.40000000000000013,15.6,9.4,14.9,8.9,5.8,6.4,11.2,1.4,10.4,1.3,2.0,2.0,8.0,7.0,6.0,2.0,0.12,56.0,0.6140350877192983,0.5662650602409638,H
1.2,0.8,0.3999999999999999,0.8,1.0,-0.19999999999999996,16.6,9.2,14.1,7.7,6.8,6.0,13.2,1.6,13.0,1.4,0.6,2.6,-2.0,0.5,2.3,-1.7999999999999998,7.8,3.8,8.0,3.8,1.4,3.0,13.0,0.8,13.1,1.7,3.0,0.0,10.0,13.0,2.0,1.0,-0.7999999999999998,130.0,0.5227272727272726,0.43181818181818177,D
1.6,1.2,0.40000000000000013,1.5,0.8,0.7,8.8,4.4,11.4,6.4,5.4,5.6,9.4,0.6,10.7,0.5,0.8,1.8,-1.0,0.5,1.5,-1.0,9.2,4.0,8.5,4.1,4.8,4.4,10.6,1.2,10.5,1.5,3.0,2.0,10.0,5.0,2.0,0.0,-0.40000000000000013,50.0,0.4489795918367347,0.3921568627450981,A
2.2,1.0,1.2000000000000002,2.1,0.6,1.5,12.8,7.6,11.3,6.1,7.6,7.3,9.8,1.8,9.2,1.2,1.4,1.6,-0.20000000000000018,1.2,1.3,-0.10000000000000009,12.0,7.4,12.0,6.8,5.2,4.5,11.4,1.4,11.8,1.7,3.0,2.0,9.0,9.0,6.0,3.0,-0.24000000000000024,81.0,0.5507246376811593,0.5692307692307692,A
2.8,1.0,1.7999999999999998,2.3,0.7,1.5999999999999999,14.4,8.4,14.6,8.3,5.0,6.0,10.0,1.6,10.2,1.0,1.0,1.8,-0.8,0.6,2.1,-1.5,9.4,3.8,9.4,4.6,3.4,3.6,11.8,1.4,12.6,1.8,4.0,1.0,13.0,8.0,4.0,4.0,-1.44,104.0,0.5454545454545454,0.36538461538461536,H
0.2,0.8,-0.6000000000000001,0.4,0.9,-0.5,11.2,5.6,10.2,5.8,3.4,3.9,10.2,0.6,12.3,1.4,0.4,1.4,-0.9999999999999999,1.0,2.3,-1.2999999999999998,8.4,4.6,8.1,4.4,4.6,4.4,12.6,2.4,13.5,2.1,0.0,1.0,3.0,10.0,1.0,0.0,0.6,30.0,0.45901639344262296,0.4893617021276595,H
1.2,1.6,-0.40000000000000013,1.4,0.9,0.4999999999999999,14.2,7.6,13.0,7.6,5.2,5.9,11.4,0.8,12.6,1.0,2.6,1.0,1.6,1.8,1.3,0.5,11.6,8.0,11.3,6.8,3.8,4.2,10.6,1.4,11.4,1.9,2.0,3.0,6.0,2.0,6.0,2.0,-0.6400000000000002,12.0,0.5,0.6349206349206349,D
2.4,0.8,1.5999999999999999,3.2,0.4,2.8000000000000003,15.8,8.8,18.4,10.3,5.0,7.1,10.8,1.4,9.8,1.0,0.6,1.6,-1.0,0.6,1.3,-0.7000000000000001,7.4,3.0,8.5,3.9,4.0,4.5,9.8,1.6,10.4,1.8,4.0,2.0,12.0,5.0,1.0,2.0,-1.5999999999999999,60.0,0.5238095238095238,0.35714285714285715,H
0.8,1.8,-1.0,1.0,1.6,-0.6000000000000001,10.6,5.6,9.7,5.2,5.6,5.0,13.2,2.4,13.1,1.8,1.2,0.8,0.3999999999999999,0.8,0.8,0.0,9.8,5.0,8.7,5.0,4.6,5.6,12.8,3.2,12.1,2.5,1.0,1.0,3.0,8.0,1.0,1.0,-0.3999999999999999,24.0,0.48275862068965514,0.4629629629629629,D
4.2,1.2,3.0,3.7,1.0,2.7,21.0,13.0,20.1,11.7,6.8,8.2,14.6,1.4,11.9,1.0,0.6,2.6,-2.0,0.8,2.3,-1.4999999999999998,11.4,5.8,12.3,6.8,5.0,4.0,12.8,2.2,12.9,2.2,4.0,0.0,12.0,15.0,4.0,4.0,-6.0,180.0,0.5909090909090909,0.46774193548387094,H
0.6,2.8,-2.1999999999999997,0.9,2.1,-1.2000000000000002,13.0,6.0,11.5,5.5,6.4,5.2,11.0,1.6,11.6,1.4,1.6,1.4,0.20000000000000018,1.1,1.1,0.0,12.0,7.8,11.1,6.3,5.2,4.6,12.2,1.8,11.4,1.6,0.0,3.0,1.0,6.0,1.0,0.0,-0.44000000000000034,6.0,0.42857142857142855,0.6,H
1.4,1.4,0.0,1.3,1.2,0.10000000000000009,13.2,9.0,14.7,8.6,7.8,6.3,14.6,0.8,13.0,1.3,1.0,2.4,-1.4,0.8,2.0,-1.2,12.0,8.4,9.4,6.1,6.2,5.2,11.2,2.2,11.1,2.0,2.0,1.0,7.0,12.0,4.0,1.0,-0.0,84.0,0.6338028169014085,0.6461538461538462,H
2.2,1.4,0.8000000000000003,1.3,0.9,0.4,11.4,5.6,12.0,6.1,7.2,7.1,8.6,0.8,9.7,0.8,0.8,1.2,-0.3999999999999999,0.7,1.6,-0.9000000000000001,12.4,7.0,10.3,5.3,5.2,5.2,11.8,1.8,13.6,2.0,2.0,1.0,9.0,8.0,5.0,3.0,-0.32000000000000006,72.0,0.4516129032258064,0.5223880597014925,A
1.6,0.2,1.4000000000000001,1.9,0.8,1.0999999999999999,15.4,8.6,15.1,8.7,6.8,7.0,8.6,1.2,11.1,1.3,0.2,1.4,-1.2,0.4,1.6,-1.2000000000000002,6.6,4.6,8.0,5.2,3.0,4.5,14.0,2.4,12.7,1.7,4.0,0.0,13.0,11.0,5.0,3.0,-1.6800000000000002,143.0,0.524390243902439,0.6052631578947368,H
1.2,1.2,0.0,1.2,1.0,0.19999999999999996,11.6,6.4,11.9,6.5,7.6,7.9,10.4,1.2,10.2,1.0,1.0,2.8,-1.7999999999999998,0.7,2.2,-1.5000000000000002,7.0,3.6,8.8,4.2,3.2,3.9,15.4,2.0,13.7,1.9,1.0,0.0,6.0,13.0,4.0,2.0,-0.0,78.0,0.507936507936508,0.45,H
1.4,1.2,0.19999999999999996,1.7,0.9,0.7999999999999999,10.2,7.0,12.8,7.7,3.6,4.4,15.2,1.6,14.5,1.4,1.4,0.8,0.5999999999999999,1.3,1.1,0.19999999999999996,13.4,8.6,11.9,7.9,4.8,6.0,10.2,1.4,12.4,1.8,2.0,2.0,8.0,3.0,3.0,3.0,0.11999999999999994,24.0,0.625,0.5972222222222222,H
1.6,1.6,0.0,1.2,1.2,0.0,12.8,8.8,13.8,8.2,7.0,5.8,15.4,1.2,13.4,1.1,0.2,2.2,-2.0,0.3,1.8,-1.5,7.0,4.8,8.2,5.1,3.0,4.1,12.8,2.2,12.4,1.8,2.0,0.0,7.0,13.0,5.0,1.0,-0.0,91.0,0.6376811594202899,0.6,D
