FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,homeTeamID,awayTeamID,RecentGoalAvg_Home,RecentGoalAvg_Away,WinStreak_Home,WinStreak_Away,LosingStreak_Home,LosingStreak_Away,HS_RollingAvg_Home,HS_RollingAvg_Away,HST_RollingAvg_Home,HST_RollingAvg_Away,HC_RollingAvg_Home,HC_RollingAvg_Away,HF_RollingAvg_Home,HF_RollingAvg_Away,HY_RollingAvg_Home,HY_RollingAvg_Away,FTHG_RollingAvg_Home,FTHG_RollingAvg_Away,FTAG_RollingAvg_Home,FTAG_RollingAvg_Away,GoalDifference,FTHG_Standardized,FTAG_Standardized,HS_Standardized,AS_Standardized,GoalDifference_Standardized,HistoricalPerformance_Home,HistoricalPerformance_Away,ImpliedProbability_HomeWin,ImpliedProbability_AwayWin,ImpliedProbability_Draw
2.0,0.0,H,0.0,0.0,D,12.0,5.0,6.0,1.0,7.0,9.0,3.0,3.0,2.0,1.0,0.0,1.0,1.83,3.5,4.5,29.0,28.0,2.2,0.2,1,0,0,2,12.0,14.2,6.2,8.0,4.8,6.0,8.8,7.0,1.0,0.8,2.2,2.2,0.8,0.2,2.0,0.346889195758265,-1.0245808143672315,-0.3326166502368492,-1.2685368327404325,0.8960644698390464,0.9818181818181818,0.75,0.5464480874316939,0.2222222222222222,0.2857142857142857
1.0,0.0,H,0.0,0.0,D,9.0,6.0,4.0,2.0,19.0,25.0,6.0,2.0,1.0,2.0,0.0,1.0,2.5,3.2,2.75,1.0,9.0,1.8,1.0,1,0,0,1,13.8,12.4,7.8,6.0,6.0,7.6,16.6,14.6,2.0,1.4,1.8,0.4,0.6,1.0,1.0,-0.4125195608888655,-1.0245808143672315,-0.8797164013243017,-1.0609176682006325,0.35475107559873925,1.25,0.75,0.4,0.36363636363636365,0.3125
0.0,6.0,A,0.0,3.0,A,8.0,17.0,4.0,9.0,4.0,7.0,4.0,7.0,0.0,1.0,0.0,0.0,7.5,5.25,1.36,24.0,20.0,0.8,2.4,0,1,3,0,10.0,14.4,4.8,5.0,3.0,5.0,8.8,7.6,1.4,1.2,0.8,1.0,2.0,2.4,-6.0,-1.171928317535996,4.104461144931097,-1.0620829850201192,1.2228931417371656,-3.4344426840834115,0.6923076923076923,1.737265415549598,0.13333333333333333,0.7352941176470588,0.19047619047619047
1.0,0.0,H,0.0,0.0,D,15.0,10.0,5.0,5.0,10.0,17.0,11.0,7.0,2.0,5.0,0.0,0.0,1.62,4.0,5.25,15.0,2.0,1.0,1.2,1,0,0,1,15.8,13.0,5.2,3.6,7.2,5.0,12.4,12.4,2.0,2.0,1.0,0.8,0.6,1.2,1.0,-0.4125195608888655,-1.0245808143672315,0.21448310085060324,-0.23044101004143328,0.35475107559873925,2.072289156626506,1.1222222222222222,0.6172839506172839,0.19047619047619047,0.25
0.0,0.0,D,0.0,0.0,D,15.0,11.0,3.0,2.0,16.0,9.0,5.0,5.0,3.0,1.0,0.0,0.0,1.85,3.75,4.0,3.0,15.0,2.2,0.6,0,0,0,0,16.8,16.8,6.2,5.2,5.6,7.2,10.8,12.8,1.4,2.0,2.2,0.8,0.4,0.6,0.0,-1.171928317535996,-1.0245808143672315,0.21448310085060324,-0.022821845501633464,-0.18656231864156803,2.1197604790419162,1.5915915915915917,0.5405405405405405,0.25,0.26666666666666666
1.0,3.0,A,1.0,1.0,D,12.0,13.0,3.0,5.0,12.0,6.0,10.0,4.0,4.0,2.0,0.0,0.0,2.05,3.4,4.2,29.0,34.0,0.4,1.2,0,1,1,0,15.2,11.4,4.6,3.4,6.2,5.8,13.6,13.2,3.2,2.8,0.4,1.4,1.2,1.2,-2.0,-0.4125195608888655,1.539940165281933,-0.3326166502368492,0.39241648357796616,-1.2691891071221824,1.1728395061728396,0.9104477611940298,0.48780487804878053,0.23809523809523808,0.29411764705882354
1.0,0.0,H,0.0,0.0,D,7.0,9.0,2.0,4.0,21.0,10.0,8.0,2.0,2.0,0.0,0.0,1.0,2.35,3.5,3.2,33.0,9.0,0.8,0.2,1,0,0,2,14.4,12.4,3.4,4.0,7.2,4.4,11.2,12.8,1.6,2.0,0.8,1.6,1.2,0.2,1.0,-0.4125195608888655,-1.0245808143672315,-1.2444495687159367,-0.4380601745812331,0.35475107559873925,1.2040816326530612,1.0895522388059702,0.425531914893617,0.3125,0.2857142857142857
2.0,1.0,H,1.0,0.0,H,9.0,12.0,6.0,8.0,12.0,9.0,10.0,13.0,1.0,0.0,0.0,0.0,2.6,3.1,2.7,37.0,9.0,1.0,1.0,1,0,0,1,12.2,14.2,6.0,9.2,8.4,7.4,10.2,14.4,1.0,1.6,1.0,1.6,0.8,1.0,1.0,0.346889195758265,-0.16974048781750994,-0.8797164013243017,0.18479731903816635,0.35475107559873925,1.2916666666666667,0.68,0.3846153846153846,0.37037037037037035,0.3225806451612903
2.0,0.0,H,0.0,0.0,D,13.0,4.0,6.0,1.0,16.0,12.0,8.0,0.0,1.0,2.0,0.0,0.0,1.45,4.5,7.0,6.0,5.0,2.0,1.6,2,0,0,4,14.8,15.6,7.2,6.6,7.2,8.4,11.6,11.4,0.8,1.0,2.0,1.8,1.2,1.6,2.0,0.346889195758265,-1.0245808143672315,-0.15025006654103176,-1.4761559972802323,0.8960644698390464,1.8360655737704918,0.8798076923076923,0.6896551724137931,0.14285714285714285,0.2222222222222222
3.0,0.0,H,1.0,0.0,H,9.0,12.0,5.0,4.0,4.0,6.0,3.0,8.0,1.0,0.0,0.0,0.0,1.72,4.0,4.5,11.0,22.0,1.6,2.0,1,0,0,1,13.8,13.8,6.0,5.2,4.2,6.0,8.2,9.0,1.0,1.0,1.6,1.6,1.2,2.0,3.0,1.1062979524053955,-1.0245808143672315,-0.8797164013243017,0.18479731903816635,1.4373778640793538,2.1044303797468356,1.1538461538461537,0.5813953488372093,0.2222222222222222,0.25
0.0,1.0,A,0.0,0.0,D,0.0,23.0,0.0,7.0,7.0,7.0,0.0,14.0,1.0,2.0,0.0,0.0,13.0,7.5,1.22,21.0,20.0,2.2,1.6,0,1,2,0,11.8,8.0,5.6,3.4,3.0,3.4,9.4,8.6,0.8,1.6,2.2,1.2,0.8,1.6,-1.0,-1.171928317535996,-0.16974048781750994,-2.5210156545866593,2.4686081289759643,-0.7278757128818752,1.5352112676056338,1.5615384615384615,0.07692307692307693,0.819672131147541,0.13333333333333333
3.0,0.0,H,1.0,0.0,H,27.0,10.0,9.0,5.0,6.0,14.0,5.0,5.0,0.0,2.0,0.0,0.0,1.22,7.0,15.0,6.0,34.0,2.0,0.6,1,0,0,1,17.4,15.8,6.0,3.8,4.6,4.2,12.4,10.2,2.2,1.4,2.0,1.6,0.8,0.6,3.0,1.1062979524053955,-1.0245808143672315,2.4028821052004132,-0.23044101004143328,1.4373778640793538,1.7649769585253456,0.8333333333333334,0.819672131147541,0.06666666666666667,0.14285714285714285
2.0,0.0,H,0.0,0.0,D,22.0,5.0,18.0,3.0,10.0,12.0,14.0,2.0,0.0,1.0,0.0,0.0,1.61,3.75,6.0,27.0,36.0,1.2,0.6,2,0,0,1,13.6,15.0,7.6,8.8,6.6,8.4,12.2,10.0,0.8,1.0,1.2,1.6,0.6,0.6,2.0,0.346889195758265,-1.0245808143672315,1.4910491867213258,-1.2685368327404325,0.8960644698390464,1.1568627450980393,0.35714285714285715,0.6211180124223602,0.16666666666666666,0.26666666666666666
1.0,0.0,H,0.0,0.0,D,11.0,8.0,2.0,4.0,10.0,4.0,8.0,3.0,0.0,1.0,0.0,0.0,1.66,3.6,5.5,12.0,9.0,1.6,0.6,2,0,0,2,10.8,14.0,5.8,6.4,6.4,6.0,9.6,10.8,1.0,0.4,1.6,0.8,1.4,0.6,1.0,-0.4125195608888655,-1.0245808143672315,-0.5149832339326668,-0.6456793391210329,0.35475107559873925,2.30188679245283,0.9090909090909091,0.6024096385542169,0.18181818181818182,0.2777777777777778
1.0,1.0,D,0.0,1.0,A,9.0,14.0,6.0,6.0,12.0,9.0,4.0,5.0,0.0,1.0,0.0,0.0,3.1,3.3,2.37,31.0,17.0,1.8,0.6,0,0,0,0,13.4,13.4,7.0,7.0,6.4,8.2,13.8,10.4,1.6,1.0,1.8,1.4,0.6,0.6,0.0,-0.4125195608888655,-0.16974048781750994,-0.8797164013243017,0.600035648117766,-0.18656231864156803,1.3333333333333333,1.4246575342465753,0.3225806451612903,0.42194092827004215,0.30303030303030304
1.0,3.0,A,0.0,0.0,D,6.0,8.0,4.0,4.0,5.0,11.0,5.0,6.0,1.0,0.0,0.0,0.0,5.0,3.8,1.61,39.0,3.0,1.4,1.4,0,1,1,0,14.8,9.6,9.2,5.8,5.8,5.6,9.4,9.8,1.4,1.0,1.4,1.4,1.4,1.4,-2.0,-0.4125195608888655,1.539940165281933,-1.4268161524117542,-0.6456793391210329,-1.2691891071221824,0.8125,1.588235294117647,0.2,0.6211180124223602,0.2631578947368421
1.0,2.0,A,0.0,2.0,A,18.0,8.0,5.0,3.0,11.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,2.55,3.2,3.1,29.0,37.0,2.0,1.0,0,1,2,0,17.2,18.0,4.8,4.0,6.8,8.4,9.6,11.0,1.6,1.6,2.0,1.0,1.8,1.0,-1.0,-0.4125195608888655,0.6850998387322115,0.7615828519380557,-0.6456793391210329,-0.7278757128818752,1.1518324607329844,0.810126582278481,0.3921568627450981,0.3225806451612903,0.3125
2.0,2.0,D,1.0,1.0,D,19.0,16.0,7.0,7.0,7.0,17.0,7.0,5.0,0.0,0.0,0.0,0.0,2.25,3.5,3.4,4.0,32.0,1.2,1.4,0,0,0,0,20.0,18.4,5.8,6.2,7.2,6.8,8.6,7.6,0.6,1.2,1.2,1.6,1.2,1.4,0.0,0.346889195758265,0.6850998387322115,0.9439494356338732,1.0152739771973656,-0.18656231864156803,1.4114285714285715,0.9193548387096774,0.4444444444444444,0.29411764705882354,0.2857142857142857
3.0,2.0,H,2.0,1.0,H,15.0,8.0,6.0,5.0,12.0,12.0,7.0,7.0,1.0,4.0,0.0,1.0,2.2,3.25,3.5,9.0,18.0,1.4,1.6,1,0,0,1,12.8,11.2,3.6,5.2,5.2,4.2,10.2,10.0,1.2,1.4,1.4,1.4,2.8,1.6,1.0,1.1062979524053955,0.6850998387322115,0.21448310085060324,-0.6456793391210329,0.35475107559873925,1.691119691119691,1.0147058823529411,0.45454545454545453,0.2857142857142857,0.3076923076923077
4.0,0.0,H,3.0,0.0,H,20.0,8.0,11.0,3.0,9.0,6.0,8.0,2.0,1.0,0.0,0.0,0.0,1.2,6.0,13.0,11.0,44.0,1.8,0.8,2,0,0,1,17.6,13.4,8.4,9.0,8.2,6.2,12.2,11.2,2.2,1.0,1.8,2.4,0.8,0.8,4.0,1.8657067090525261,-1.0245808143672315,1.1263160193296906,-0.6456793391210329,1.978691258319661,2.0,0.9473684210526315,0.8333333333333334,0.07692307692307693,0.16666666666666666
1.0,0.0,H,1.0,0.0,H,9.0,9.0,8.0,7.0,13.0,9.0,6.0,5.0,0.0,1.0,0.0,0.0,2.4,3.25,2.62,31.0,6.0,1.6666666666666667,1.6666666666666667,2,0,0,1,,,,,,,,,,,,,,,1.0,-0.4125195608888655,-1.0245808143672315,-0.8797164013243017,-0.4380601745812331,0.35475107559873925,1.5,1.5,0.4166666666666667,0.38167938931297707,0.3076923076923077
0.0,1.0,A,0.0,0.0,D,9.0,11.0,5.0,6.0,14.0,8.0,5.0,11.0,1.0,1.0,0.0,0.0,6.5,3.75,1.57,4.0,11.0,1.0,1.6,0,2,1,0,12.0,11.2,7.0,6.0,4.0,4.4,12.0,12.6,0.6,0.6,1.0,0.2,1.6,1.6,-1.0,-1.171928317535996,-0.16974048781750994,-0.8797164013243017,-0.022821845501633464,-0.7278757128818752,1.3461538461538463,1.736842105263158,0.15384615384615385,0.6369426751592356,0.26666666666666666
5.0,2.0,H,4.0,2.0,H,11.0,12.0,5.0,4.0,13.0,17.0,5.0,6.0,1.0,2.0,0.0,0.0,1.36,5.0,8.5,3.0,9.0,2.2,1.0,2,0,0,1,11.8,11.2,3.8,4.6,4.0,5.0,9.6,10.8,1.0,0.8,2.2,2.0,1.8,1.0,3.0,2.6251154656996567,0.6850998387322115,-0.5149832339326668,0.18479731903816635,1.4373778640793538,2.068702290076336,1.1102661596958174,0.7352941176470588,0.11764705882352941,0.2
0.0,2.0,A,0.0,1.0,A,14.0,10.0,0.0,4.0,12.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,2.05,3.8,3.3,1.0,14.0,1.6,1.8,0,2,1,0,14.0,15.8,4.4,5.4,6.4,4.6,10.8,9.6,0.8,1.4,1.6,1.6,1.2,1.8,-2.0,-1.171928317535996,0.6850998387322115,0.032116517154785744,-0.23044101004143328,-1.2691891071221824,1.3349514563106797,0.9429657794676806,0.48780487804878053,0.30303030303030304,0.2631578947368421
2.0,2.0,D,1.0,1.0,D,19.0,9.0,13.0,4.0,18.0,16.0,4.0,5.0,2.0,4.0,0.0,0.0,3.0,3.3,2.4,36.0,1.0,1.6,0.6,0,0,0,0,16.4,12.8,11.2,7.6,8.4,3.6,12.4,12.0,1.6,1.2,1.6,1.8,0.8,0.6,0.0,0.346889195758265,0.6850998387322115,0.9439494356338732,-0.4380601745812331,-0.18656231864156803,0.7142857142857143,0.8653846153846154,0.3333333333333333,0.4166666666666667,0.30303030303030304
0.0,0.0,D,0.0,0.0,D,4.0,12.0,0.0,6.0,11.0,11.0,2.0,11.0,1.0,3.0,0.0,0.0,2.1,3.4,3.5,25.0,14.0,1.8,1.0,0,0,0,0,13.6,12.4,7.2,7.2,6.2,6.4,10.6,9.6,1.6,1.0,1.8,1.2,1.2,1.0,0.0,-1.171928317535996,-1.0245808143672315,-1.7915493198033892,0.18479731903816635,-0.18656231864156803,1.4049586776859504,0.9411764705882353,0.47619047619047616,0.2857142857142857,0.29411764705882354
4.0,0.0,H,1.0,0.0,H,23.0,5.0,11.0,2.0,5.0,6.0,7.0,5.0,0.0,1.0,0.0,0.0,1.75,3.8,5.25,13.0,14.0,2.4,0.6,1,0,0,2,17.0,18.8,6.8,6.2,6.4,8.8,8.6,7.4,0.6,0.4,2.4,1.8,1.0,0.6,4.0,1.8657067090525261,-1.0245808143672315,1.6734157704171433,-1.2685368327404325,1.978691258319661,1.5757575757575757,1.0268456375838926,0.5714285714285714,0.19047619047619047,0.2631578947368421
1.0,1.0,D,1.0,0.0,H,7.0,7.0,3.0,3.0,9.0,9.0,5.0,4.0,3.0,0.0,0.0,0.0,2.2,3.3,3.4,17.0,28.0,1.0,0.4,0,0,0,0,10.8,9.6,5.0,4.0,4.6,3.4,10.2,8.8,1.0,1.4,1.0,0.4,0.8,0.4,0.0,-0.4125195608888655,-0.16974048781750994,-1.2444495687159367,-0.8532985036608327,-0.18656231864156803,1.3233082706766917,0.6875,0.45454545454545453,0.29411764705882354,0.30303030303030304
3.0,1.0,H,0.0,0.0,D,27.0,7.0,6.0,1.0,10.0,8.0,7.0,5.0,1.0,2.0,0.0,0.0,1.45,4.5,6.5,22.0,43.0,2.0,1.5,1,0,0,2,15.8,,5.8,,4.6,,7.2,,1.2,,2.0,,0.8,,2.0,1.1062979524053955,-0.16974048781750994,2.4028821052004132,-0.8532985036608327,0.8960644698390464,1.5161290322580645,1.0,0.6896551724137931,0.15384615384615385,0.2222222222222222
1.0,0.0,H,0.0,0.0,D,7.0,10.0,4.0,6.0,8.0,9.0,5.0,5.0,1.0,1.0,0.0,0.0,1.44,4.75,8.0,6.0,13.0,0.8,1.0,2,0,0,1,9.8,11.4,3.8,6.4,5.2,6.2,10.2,11.0,2.2,1.2,0.8,2.2,0.8,1.0,1.0,-0.4125195608888655,-1.0245808143672315,-1.2444495687159367,-0.23044101004143328,0.35475107559873925,1.7718120805369129,1.3125,0.6944444444444444,0.125,0.21052631578947367
2.0,1.0,H,1.0,0.0,H,14.0,14.0,10.0,6.0,15.0,12.0,8.0,4.0,2.0,1.0,0.0,0.0,1.72,3.9,5.25,11.0,9.0,1.6,0.8,1,0,0,1,11.4,14.0,5.2,5.4,3.4,8.4,11.4,13.0,1.8,1.2,1.6,2.2,1.0,0.8,1.0,0.346889195758265,-0.16974048781750994,0.032116517154785744,0.600035648117766,0.35475107559873925,2.1496062992125986,1.0873015873015872,0.5813953488372093,0.19047619047619047,0.25641025641025644
2.0,0.0,H,1.0,0.0,H,17.0,2.0,8.0,0.0,15.0,9.0,3.0,6.0,0.0,1.0,0.0,0.0,1.22,6.0,15.0,12.0,18.0,2.0,0.8,1,0,0,4,13.0,17.0,7.8,10.0,6.0,6.8,10.2,14.0,1.2,1.2,2.0,2.4,1.8,0.8,2.0,0.346889195758265,-1.0245808143672315,0.5792162682422383,-1.8913943263598318,0.8960644698390464,2.081967213114754,0.8913043478260869,0.819672131147541,0.06666666666666667,0.16666666666666666
1.0,1.0,D,0.0,1.0,A,17.0,18.0,10.0,8.0,18.0,16.0,5.0,6.0,3.0,3.0,0.0,0.0,2.37,3.2,2.9,17.0,9.0,1.8,1.2,0,0,0,0,14.6,15.4,7.8,7.2,5.6,7.8,11.8,12.6,1.6,1.4,1.8,0.6,0.6,1.2,0.0,-0.4125195608888655,-0.16974048781750994,0.5792162682422383,1.4305123062769654,-0.18656231864156803,1.0909090909090908,0.7941176470588235,0.42194092827004215,0.3448275862068966,0.3125
3.0,1.0,H,0.0,0.0,D,14.0,5.0,4.0,2.0,5.0,8.0,7.0,3.0,0.0,1.0,0.0,1.0,2.05,3.3,4.2,28.0,32.0,1.8,1.0,3,0,0,2,18.0,12.4,4.8,4.4,6.4,6.8,8.2,8.0,1.2,1.2,1.8,2.0,1.4,1.0,2.0,1.1062979524053955,-0.16974048781750994,0.032116517154785744,-1.2685368327404325,0.8960644698390464,1.3636363636363635,0.9264705882352942,0.48780487804878053,0.23809523809523808,0.30303030303030304
2.0,0.0,H,1.0,0.0,H,27.0,8.0,9.0,1.0,12.0,9.0,13.0,6.0,1.0,2.0,0.0,0.0,1.53,4.33,6.0,13.0,32.0,1.8,1.0,2,0,0,2,14.8,23.2,6.2,5.6,5.0,9.2,11.6,11.8,1.4,1.0,1.8,1.4,0.6,1.0,2.0,0.346889195758265,-1.0245808143672315,2.4028821052004132,-0.6456793391210329,0.8960644698390464,1.423913043478261,0.7222222222222222,0.6535947712418301,0.16666666666666666,0.23094688221709006
2.0,0.0,H,1.0,0.0,H,25.0,15.0,13.0,12.0,11.0,15.0,11.0,5.0,0.0,1.0,0.0,0.0,1.83,3.6,4.75,4.0,34.0,1.8,1.4,5,0,0,6,17.0,13.8,10.0,8.0,7.0,7.6,12.4,12.4,1.4,0.8,1.8,1.8,1.2,1.4,2.0,0.346889195758265,-1.0245808143672315,2.0381489378087783,0.8076548126575658,0.8960644698390464,1.3857142857142857,1.6363636363636365,0.5464480874316939,0.21052631578947367,0.2777777777777778
4.0,1.0,H,3.0,0.0,H,12.0,9.0,7.0,7.0,6.0,11.0,4.0,9.0,1.0,3.0,0.0,0.0,1.8,3.3,4.5,9.0,17.0,2.4,1.0,2,0,0,1,13.0,14.6,6.8,7.4,4.6,5.4,15.2,9.6,1.0,1.0,2.4,1.4,0.6,1.0,3.0,1.8657067090525261,-0.16974048781750994,-0.3326166502368492,-0.4380601745812331,1.4373778640793538,1.2142857142857142,1.0625,0.5555555555555556,0.2222222222222222,0.30303030303030304
2.0,1.0,H,0.0,0.0,D,15.0,11.0,7.0,3.0,14.0,5.0,2.0,7.0,3.0,1.0,0.0,0.0,2.55,3.3,3.0,34.0,30.0,1.6,1.0,1,0,0,3,16.2,13.6,6.2,4.6,4.2,5.2,11.2,10.4,1.8,1.2,1.6,1.4,2.2,1.0,1.0,0.346889195758265,-0.16974048781750994,0.21448310085060324,-0.022821845501633464,0.35475107559873925,1.1263157894736842,1.0084033613445378,0.3921568627450981,0.3333333333333333,0.30303030303030304
2.0,1.0,H,0.0,1.0,A,19.0,4.0,10.0,4.0,12.0,14.0,5.0,7.0,3.0,5.0,0.0,0.0,1.4,4.5,8.5,12.0,9.0,1.6,1.6,2,0,0,2,10.4,14.8,6.8,6.8,4.2,4.6,10.8,11.4,1.8,2.4,1.6,1.4,1.4,1.6,1.0,0.346889195758265,-0.16974048781750994,0.9439494356338732,-1.4761559972802323,0.35475107559873925,2.2,1.0560747663551402,0.7142857142857143,0.11764705882352941,0.2222222222222222
0.0,1.0,A,0.0,1.0,A,14.0,10.0,3.0,3.0,11.0,12.0,9.0,6.0,3.0,2.0,0.0,1.0,1.62,4.2,6.0,6.0,17.0,1.2,0.6,0,1,1,0,15.0,10.6,4.8,3.2,6.0,5.2,11.2,15.4,2.4,1.6,1.2,1.2,1.8,0.6,-1.0,-1.171928317535996,-0.16974048781750994,0.032116517154785744,-0.23044101004143328,-0.7278757128818752,1.739795918367347,1.1827411167512691,0.6172839506172839,0.16666666666666666,0.23809523809523808
3.0,2.0,H,3.0,2.0,H,15.0,12.0,8.0,3.0,12.0,16.0,5.0,6.0,3.0,2.0,0.0,0.0,1.9,3.5,4.75,2.0,7.0,2.2,1.2,1,0,0,1,13.2,12.6,5.2,4.8,4.4,5.2,9.8,11.0,1.6,2.4,2.2,1.8,1.4,1.2,1.0,1.1062979524053955,0.6850998387322115,0.21448310085060324,0.18479731903816635,0.35475107559873925,1.1063829787234043,0.6875,0.5263157894736842,0.21052631578947367,0.2857142857142857
0.0,2.0,A,0.0,0.0,D,13.0,19.0,2.0,7.0,9.0,6.0,3.0,7.0,2.0,0.0,0.0,0.0,5.75,3.8,1.7,19.0,6.0,1.6,2.2,0,5,1,0,17.0,17.0,5.6,4.8,6.6,4.2,11.6,8.6,2.0,1.4,1.6,1.4,0.8,2.2,-2.0,-1.171928317535996,0.6850998387322115,-0.15025006654103176,1.6381314708167651,-1.2691891071221824,1.16,1.4136363636363636,0.17391304347826086,0.5882352941176471,0.2631578947368421
2.0,4.0,A,2.0,2.0,D,19.0,13.0,4.0,8.0,10.0,15.0,4.0,4.0,2.0,2.0,0.0,0.0,1.91,3.6,4.5,4.0,33.0,2.4,1.8,0,1,1,0,15.8,13.8,4.8,4.8,5.0,5.2,10.0,13.2,2.4,2.8,2.4,1.8,2.8,1.8,-2.0,0.346889195758265,2.3947804918316544,0.9439494356338732,0.39241648357796616,-1.2691891071221824,1.4234693877551021,0.8333333333333334,0.5235602094240838,0.2222222222222222,0.2777777777777778
1.0,1.0,D,0.0,1.0,A,14.0,7.0,7.0,3.0,12.0,17.0,8.0,5.0,2.0,2.0,0.0,0.0,2.0,3.2,3.75,9.0,40.0,1.4,1.0,0,0,0,0,14.8,14.2,7.2,6.6,7.8,7.0,10.8,9.2,1.6,1.2,1.4,1.8,0.8,1.0,0.0,-0.4125195608888655,-0.16974048781750994,0.032116517154785744,-0.8532985036608327,-0.18656231864156803,1.3225806451612903,1.0,0.5,0.26666666666666666,0.3125
0.0,0.0,D,0.0,0.0,D,9.0,7.0,3.0,3.0,11.0,12.0,2.0,6.0,2.0,3.0,0.0,0.0,4.0,3.25,1.9,17.0,3.0,0.8,0.2,0,0,0,0,13.0,14.4,5.8,6.4,5.8,6.2,10.6,10.8,0.6,0.8,0.8,0.8,0.4,0.2,0.0,-1.171928317535996,-1.0245808143672315,-0.8797164013243017,-0.8532985036608327,-0.18656231864156803,1.0789473684210527,1.1470588235294117,0.25,0.5263157894736842,0.3076923076923077
3.0,1.0,H,1.0,0.0,H,16.0,9.0,8.0,6.0,17.0,14.0,8.0,6.0,2.0,2.0,0.0,1.0,1.2,6.5,15.0,15.0,32.0,1.6,1.2,2,0,0,1,14.2,15.2,7.2,9.6,5.8,7.2,11.6,12.0,1.6,1.0,1.6,2.6,1.2,1.2,2.0,1.1062979524053955,-0.16974048781750994,0.3968496845464207,-0.4380601745812331,0.8960644698390464,2.2956521739130435,1.0,0.8333333333333334,0.06666666666666667,0.15384615384615385
0.0,1.0,A,0.0,0.0,D,18.0,15.0,6.0,4.0,12.0,12.0,7.0,4.0,2.0,0.0,0.0,0.0,1.73,3.75,5.5,11.0,9.0,0.4,0.4,0,3,1,0,14.2,12.4,5.8,6.0,4.2,7.6,8.8,13.2,1.4,2.4,0.4,1.0,1.4,0.4,-1.0,-1.171928317535996,-0.16974048781750994,0.7615828519380557,0.8076548126575658,-0.7278757128818752,2.4527027027027026,1.1088435374149659,0.5780346820809249,0.18181818181818182,0.26666666666666666
3.0,0.0,H,2.0,0.0,H,20.0,8.0,8.0,3.0,9.0,8.0,14.0,0.0,3.0,2.0,0.0,0.0,1.29,6.0,12.0,12.0,14.0,1.6,1.4,4,0,0,2,14.4,16.8,5.4,6.2,8.0,7.0,10.0,7.8,1.8,1.2,1.6,2.0,1.0,1.4,3.0,1.1062979524053955,-1.0245808143672315,1.1263160193296906,-0.6456793391210329,1.4373778640793538,2.127906976744186,1.0264900662251655,0.7751937984496123,0.08333333333333333,0.16666666666666666
1.0,0.0,H,1.0,0.0,H,8.0,3.0,1.0,0.0,14.0,17.0,2.0,4.0,2.0,3.0,0.0,1.0,2.05,3.3,3.8,17.0,2.0,1.8,1.2,1,0,0,5,15.0,13.4,5.0,4.0,7.2,4.6,10.8,11.0,1.8,1.0,1.8,1.6,1.4,1.2,1.0,-0.4125195608888655,-1.0245808143672315,-1.0620829850201192,-1.683775161820032,0.35475107559873925,1.2714285714285714,1.10752688172043,0.48780487804878053,0.2631578947368421,0.30303030303030304
1.0,2.0,A,0.0,1.0,A,10.0,13.0,3.0,6.0,6.0,11.0,2.0,4.0,0.0,1.0,0.0,0.0,5.75,3.8,1.61,18.0,3.0,1.4,1.2,0,11,1,0,11.6,11.0,4.2,4.0,3.0,5.2,11.4,6.8,2.2,0.6,1.4,1.6,1.8,1.2,-1.0,-0.4125195608888655,0.6850998387322115,-0.6973498176284842,0.39241648357796616,-0.7278757128818752,1.2298850574712643,1.565217391304348,0.17391304347826086,0.6211180124223602,0.2631578947368421
3.0,0.0,H,1.0,0.0,H,17.0,7.0,8.0,1.0,11.0,9.0,9.0,2.0,2.0,2.0,0.0,0.0,1.22,7.0,16.0,15.0,17.0,2.6,1.0,1,0,0,2,21.2,12.2,7.6,3.0,9.2,6.2,11.4,10.2,1.2,2.0,2.6,1.0,1.8,1.0,3.0,1.1062979524053955,-1.0245808143672315,0.5792162682422383,-0.8532985036608327,1.4373778640793538,2.2655367231638417,1.2427745664739884,0.819672131147541,0.0625,0.14285714285714285
1.0,3.0,A,0.0,2.0,A,17.0,16.0,8.0,10.0,9.0,16.0,12.0,7.0,3.0,2.0,0.0,0.0,5.5,3.75,1.67,14.0,20.0,1.6,1.2,0,3,7,0,18.6,12.2,9.2,5.2,6.8,7.6,10.2,11.0,2.0,1.4,1.6,1.2,1.4,1.2,-2.0,-0.4125195608888655,1.539940165281933,0.5792162682422383,1.0152739771973656,-1.2691891071221824,1.4715447154471544,1.2695035460992907,0.18181818181818182,0.5988023952095809,0.26666666666666666
1.0,2.0,A,1.0,0.0,H,10.0,16.0,3.0,10.0,15.0,7.0,4.0,5.0,2.0,3.0,0.0,0.0,5.0,3.3,1.72,4.0,11.0,1.6,1.6,0,2,1,0,15.8,13.8,9.0,7.8,7.2,5.2,13.6,13.8,2.0,1.2,1.6,1.6,1.0,1.6,-1.0,-0.4125195608888655,0.6850998387322115,-0.6973498176284842,1.0152739771973656,-0.7278757128818752,1.3333333333333333,2.0,0.2,0.5813953488372093,0.30303030303030304
