HomeTeamId,AwayTeamId,MatchID,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season,homeTeamID,awayTeamID
17.0,3.0,2661,08/11/2007,Aston Villa,Liverpool,1.0,2.0,A,0.0,1.0,A,M Riley,10.0,17.0,6.0,7.0,18.0,11.0,4.0,2.0,4.0,2.0,0.0,0.0,4.0,3.25,1.9,EPLS200708,17.0,3.0
31.0,14.0,2662,08/11/2007,Bolton,Newcastle,1.0,3.0,A,0.0,3.0,A,C Foy,13.0,7.0,9.0,5.0,15.0,16.0,4.0,3.0,1.0,1.0,0.0,0.0,2.5,3.2,2.75,EPLS200708,31.0,14.0
36.0,39.0,2663,08/11/2007,Derby,Portsmouth,2.0,2.0,D,1.0,1.0,D,M Dean,12.0,12.0,5.0,6.0,14.0,17.0,6.0,6.0,1.0,2.0,0.0,0.0,2.8,3.25,2.4,EPLS200708,36.0,39.0
9.0,27.0,2664,08/11/2007,Everton,Wigan,2.0,1.0,H,1.0,0.0,H,M Clattenburg,12.0,14.0,8.0,4.0,8.0,13.0,6.0,2.0,0.0,0.0,0.0,0.0,1.66,3.4,5.5,EPLS200708,9.0,27.0
37.0,25.0,2665,08/11/2007,Middlesbrough,Blackburn,1.0,2.0,A,1.0,0.0,H,A Marriner,10.0,4.0,6.0,4.0,16.0,16.0,13.0,3.0,3.0,4.0,0.0,0.0,2.37,3.25,2.87,EPLS200708,37.0,25.0
29.0,6.0,2666,08/11/2007,Sunderland,Tottenham,1.0,0.0,H,0.0,0.0,D,A Wiley,9.0,6.0,4.0,3.0,14.0,14.0,7.0,2.0,1.0,1.0,0.0,0.0,3.4,3.25,2.1,EPLS200708,29.0,6.0
4.0,20.0,2667,08/11/2007,West Ham,Man City,0.0,2.0,A,0.0,1.0,A,P Walton,9.0,14.0,2.0,5.0,13.0,11.0,5.0,3.0,0.0,4.0,0.0,0.0,2.0,3.2,3.75,EPLS200708,4.0,20.0
12.0,1.0,2668,08/12/2007,Arsenal,Fulham,2.0,1.0,H,0.0,1.0,A,P Dowd,19.0,12.0,13.0,9.0,6.0,19.0,14.0,4.0,1.0,5.0,0.0,0.0,1.33,4.5,10.0,EPLS200708,12.0,1.0
15.0,38.0,2669,08/12/2007,Chelsea,Birmingham,3.0,2.0,H,2.0,2.0,D,S Bennett,19.0,6.0,11.0,4.0,8.0,8.0,5.0,3.0,2.0,1.0,0.0,0.0,1.2,6.0,13.0,EPLS200708,15.0,38.0
11.0,40.0,2670,08/12/2007,Man United,Reading,0.0,0.0,D,0.0,0.0,D,R Styles,22.0,3.0,9.0,2.0,8.0,16.0,12.0,3.0,0.0,2.0,0.0,1.0,1.22,5.5,13.0,EPLS200708,11.0,40.0
6.0,9.0,2671,14/08/2007,Tottenham,Everton,1.0,3.0,A,1.0,3.0,A,M Halsey,14.0,16.0,8.0,10.0,16.0,9.0,9.0,4.0,2.0,0.0,0.0,0.0,1.8,3.4,4.33,EPLS200708,6.0,9.0
